Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,414.62",-4.23,-0.17,"4,588,390,678.00"
Sensitive Index,459.41,-0.89,-0.19,"4,734,680,000.00"
Float Index,165.68,-0.22,-0.13,"4,471,210,000.00"
Sensitive Float Index,147.75,-0.27,-0.18,"3,080,230,000.00"
Banking SubIndex,"1,656.19",-9.28,-0.56,"686,047,639.90"
Development Bank Index,"4,299.32",40.47,0.95,"623,231,731.10"
Finance Index,"2,160.86",46.62,2.21,"513,425,792.20"
Hotels And Tourism,"2,929.41",-53.28,-1.79,"20,995,790.30"
HydroPower Index,"2,737.72",7.57,0.28,"1,316,358,289.60"
Investment,75.52,0.46,0.62,"235,040,494.80"
Life Insurance,"12,772.97",-43.98,-0.34,"175,771,515.30"
Manufacturing And Processing,"5,623.87",7.77,0.14,"149,291,200.00"
Microfinance Index,"4,605.48",-17.79,-0.38,"403,457,125.90"
Mutual Fund,14.73,0.01,0.04,"9,504,889.83"
Non Life Insurance,"10,462.89",27.06,0.26,"165,480,774.90"
Others Index,"1,893.43",-11.05,-0.58,"165,632,143.40"
Trading Index,"2,460.88",29.23,1.20,"16,472,904.00"
