Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,877.03",64.69,2.30,"21,223,494,886.97"
Sensitive Index,494.19,11.63,2.41,"8,210,962,032.80"
Float Index,198.89,4.85,2.50,"20,797,007,433.30"
Sensitive Float Index,168.73,4.14,2.51,"8,210,962,032.80"
Banking SubIndex,"1,522.89",46.69,3.16,"2,370,561,573.40"
Development Bank Index,"6,312.93",240.22,3.95,"1,231,982,918.50"
Finance Index,"2,629.57",50.04,1.94,"425,794,488.50"
Hotels And Tourism,"7,552.91",130.46,1.75,"257,917,001.90"
HydroPower Index,"3,906.32",87.85,2.30,"12,338,906,568.50"
Investment,111.43,1.94,1.77,"1,064,956,663.20"
Life Insurance,"13,643.08",367.29,2.76,"617,684,011.80"
Manufacturing And Processing,"9,887.94",183.60,1.89,"1,183,116,064.60"
Microfinance Index,"5,076.16",62.62,1.24,"570,084,486.70"
Mutual Fund,21.81,0.01,0.04,"29,101,489.88"
Non Life Insurance,"11,677.78",207.43,1.80,"266,393,333.90"
Others Index,"2,404.63",46.65,1.97,"436,557,666.60"
Trading Index,"3,816.58",5.64,0.14,"33,052,655.70"
