Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,810.11",29.68,1.67,"5,442,950,189.00"
Sensitive Index,349.37,4.42,1.28,"5,411,360,000.00"
Float Index,123.31,1.49,1.22,"5,348,100,000.00"
Sensitive Float Index,111.92,0.72,0.65,"4,330,630,000.00"
Banking SubIndex,"1,359.41",1.44,0.11,"1,424,920,000.00"
Development Bank Index,"2,123.44",12.86,0.61,"525,570,000.00"
Finance Index,889.53,6.23,0.71,"355,451,000.00"
Hotels And Tourism,"2,075.87",-34.92,-1.65,"37,932,600.00"
HydroPower Index,"1,446.21",21.32,1.50,"509,412,000.00"
Life Insurance,"10,914.17",248.52,2.33,"580,564,000.00"
Manufacturing And Processing,"4,105.67",227.12,5.86,"387,328,000.00"
Microfinance Index,"2,768.98",25.59,0.93,"349,671,000.00"
Mutual Fund,11.44,0.10,0.92,"12,071,000.00"
Non Life Insurance,"9,569.03",327.51,3.54,"1,572,200,000.00"
Others Index,"1,417.47",61.51,4.54,"749,222,000.00"
Trading Index,"2,270.98",172.63,8.23,"49,839,800.00"
