Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,325.38",19.50,1.49,"1,966,219,749.00"
Sensitive Index,281.76,3.57,1.28,"2,111,940,000.00"
Float Index,94.05,1.48,1.60,"1,954,020,000.00"
Sensitive Float Index,93.03,1.43,1.56,"1,776,410,000.00"
Banking SubIndex,"1,148.92",18.25,1.61,"366,099,000.00"
Development Bank Index,"1,781.46",16.43,0.93,"434,116,000.00"
Finance Index,662.08,6.36,0.97,"117,206,000.00"
Hotels And Tourism,"2,042.32",24.08,1.19,"11,236,500.00"
HydroPower Index,"1,001.23",9.66,0.97,"44,636,000.00"
Life Insurance,"7,558.53",168.63,2.28,"462,297,000.00"
Manufacturing And Processing,"2,466.15",9.42,0.38,"56,721,500.00"
Microfinance Index,"2,207.57",18.61,0.85,"484,556,000.00"
Mutual Fund,10.15,0.03,0.30,"2,063,840.00"
Non Life Insurance,"5,901.45",224.64,3.96,"897,424,000.00"
Others Index,674.46,1.92,0.29,"28,754,600.00"
Trading Index,786.53,-15.31,-1.91,"6,558,600.00"
