Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,614.55",-27.59,-1.04,"6,699,721,204.47"
Sensitive Index,449.39,-3.27,-0.72,"2,419,709,777.60"
Float Index,180.00,-1.66,-0.91,"6,665,968,211.90"
Sensitive Float Index,153.24,-1.16,-0.75,"2,419,709,777.60"
Banking SubIndex,"1,350.64",-7.14,-0.52,"377,794,524.90"
Development Bank Index,"5,523.64",-79.10,-1.41,"240,232,085.10"
Finance Index,"2,404.68",-13.55,-0.56,"249,187,348.20"
Hotels And Tourism,"7,080.86",-78.48,-1.09,"109,239,615.90"
HydroPower Index,"3,434.63",-63.54,-1.81,"3,819,340,534.10"
Investment,102.33,-0.97,-0.94,"333,699,180.20"
Life Insurance,"12,509.01",-92.59,-0.73,"167,586,588.20"
Manufacturing And Processing,"8,990.80",-93.04,-1.02,"691,442,354.00"
Microfinance Index,"4,809.00",-23.26,-0.48,"264,825,741.40"
Mutual Fund,21.31,-0.04,-0.22,"8,888,475.68"
Non Life Insurance,"10,810.10",-46.19,-0.42,"126,091,917.60"
Others Index,"2,282.80",-19.58,-0.85,"268,554,597.60"
Trading Index,"3,605.60",-135.29,-3.61,"17,973,724.70"
