Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,655.94",-32.38,-1.20,"7,575,517,246.76"
Sensitive Index,446.03,-5.86,-1.29,"3,921,238,732.60"
Float Index,178.90,-2.24,-1.23,"7,427,129,322.21"
Sensitive Float Index,149.97,-1.94,-1.27,"3,921,238,732.60"
Banking SubIndex,"1,334.49",-16.68,-1.23,"579,067,656.40"
Development Bank Index,"5,448.76",-116.70,-2.09,"541,082,005.00"
Finance Index,"2,470.53",-28.74,-1.15,"161,889,197.31"
Hotels And Tourism,"6,486.52",-69.44,-1.05,"70,604,453.50"
HydroPower Index,"3,474.04",-63.24,-1.78,"3,334,968,321.10"
Investment,113.14,-2.03,-1.76,"1,291,206,785.70"
Life Insurance,"13,183.65",-60.92,-0.45,"300,088,490.90"
Manufacturing And Processing,"7,217.82",0.39,0.00,"280,451,885.20"
Microfinance Index,"4,766.86",-50.51,-1.04,"213,491,153.90"
Mutual Fund,19.52,0.04,0.21,"19,399,660.45"
Non Life Insurance,"12,374.18",-121.33,-0.97,"141,206,945.60"
Others Index,"2,379.25",-36.28,-1.50,"503,173,176.30"
Trading Index,"4,446.52",-13.53,-0.30,"9,899,251.30"
