Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,112.47",-18.26,-0.86,"1,161,514,168.66"
Sensitive Index,410.66,-3.81,-0.92,"983,178,000.00"
Float Index,144.96,-1.22,-0.83,"1,112,230,000.00"
Sensitive Float Index,131.81,-1.19,-0.89,"718,978,000.00"
Banking SubIndex,"1,472.20",-11.12,-0.75,"267,663,177.10"
Development Bank Index,"3,663.45",-19.19,-0.52,"51,378,856.20"
Finance Index,"1,546.97",-5.62,-0.36,"36,215,365.10"
Hotels And Tourism,"2,734.98",-13.41,-0.49,"3,942,685.60"
HydroPower Index,"2,457.69",-13.62,-0.55,"333,113,519.50"
Investment,68.96,-0.36,-0.52,"51,991,408.80"
Life Insurance,"10,098.58",-146.62,-1.43,"83,542,464.00"
Manufacturing And Processing,"5,095.80",-41.36,-0.81,"55,098,677.30"
Microfinance Index,"4,360.72",-29.42,-0.67,"107,370,248.80"
Mutual Fund,15.05,0.02,0.14,"9,141,000.81"
Non Life Insurance,"8,701.83",-138.16,-1.56,"77,352,109.80"
Others Index,"1,545.02",-24.43,-1.56,"38,663,532.20"
Trading Index,"1,752.43",-46.72,-2.60,"5,899,599.40"
