Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,728.03",-8.14,-0.29,"3,906,244,894.05"
Sensitive Index,467.62,-1.09,-0.23,"949,665,555.80"
Float Index,186.20,-0.42,-0.22,"3,736,733,151.09"
Sensitive Float Index,158.24,-0.35,-0.22,"949,665,555.80"
Banking SubIndex,"1,441.83",-3.73,-0.25,"235,330,457.90"
Development Bank Index,"5,826.01",-29.95,-0.51,"264,037,339.80"
Finance Index,"2,496.60",-36.80,-1.45,"316,716,370.70"
Hotels And Tourism,"7,792.23",36.92,0.47,"299,806,914.10"
HydroPower Index,"3,823.51",-7.03,-0.18,"1,744,755,163.89"
Investment,100.61,-0.21,-0.20,"98,578,872.40"
Life Insurance,"12,467.78",-27.47,-0.20,"96,548,681.20"
Manufacturing And Processing,"11,050.40",29.17,0.26,"313,747,561.80"
Microfinance Index,"4,756.43",-13.81,-0.28,"125,254,173.70"
Mutual Fund,21.79,-0.04,-0.20,"17,561,153.27"
Non Life Insurance,"11,312.27",-20.37,-0.17,"116,089,222.20"
Others Index,"2,039.42",-18.77,-0.91,"123,479,682.90"
Trading Index,"3,403.81",-42.68,-1.23,"2,388,710.50"
