Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,770.39",9.16,0.33,"6,179,855,209.52"
Sensitive Index,475.33,1.66,0.35,"2,650,540,203.80"
Float Index,189.79,0.66,0.34,"6,103,233,619.00"
Sensitive Float Index,162.66,0.64,0.39,"2,650,540,203.80"
Banking SubIndex,"1,433.87",2.53,0.17,"574,933,074.70"
Development Bank Index,"5,846.93",18.33,0.31,"437,773,914.30"
Finance Index,"2,480.78",2.29,0.09,"119,943,073.00"
Hotels And Tourism,"6,958.50",17.19,0.24,"63,225,079.40"
HydroPower Index,"3,609.29",34.77,0.97,"2,697,978,472.80"
Investment,111.87,0.48,0.43,"375,387,535.20"
Life Insurance,"13,021.25",42.66,0.32,"172,240,021.50"
Manufacturing And Processing,"7,598.40",37.75,0.49,"453,248,064.90"
Microfinance Index,"5,172.47",5.20,0.10,"494,376,439.40"
Mutual Fund,20.35,-0.10,-0.49,"30,101,988.82"
Non Life Insurance,"12,388.13",47.45,0.38,"105,870,770.20"
Others Index,"2,609.88",-15.43,-0.58,"600,532,408.60"
Trading Index,"4,160.39",53.38,1.29,"7,724,765.00"
