Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,995.34",2.33,0.12,"1,019,516,696.18"
Sensitive Index,388.95,1.49,0.38,"978,846,000.00"
Float Index,137.52,-0.07,-0.05,"1,000,070,000.00"
Sensitive Float Index,126.62,-0.03,-0.03,"695,452,000.00"
Banking SubIndex,"1,338.06",-0.76,-0.06,"157,113,498.90"
Development Bank Index,"3,579.94",6.23,0.17,"83,603,322.40"
Finance Index,"1,692.07",-10.90,-0.64,"73,555,033.40"
Hotels And Tourism,"2,677.42",-4.81,-0.18,"3,975,520.40"
HydroPower Index,"2,292.48",-18.00,-0.78,"259,510,740.90"
Investment,64.13,0.19,0.29,"33,991,337.20"
Life Insurance,"9,367.19",-2.36,-0.03,"90,585,226.20"
Manufacturing And Processing,"4,979.35",11.73,0.24,"37,472,330.50"
Microfinance Index,"4,511.39",4.27,0.09,"120,416,252.00"
Mutual Fund,14.37,0.02,0.12,"4,420,007.89"
Non Life Insurance,"7,955.94",-6.37,-0.08,"32,217,249.30"
Others Index,"1,509.08",33.82,2.29,"104,185,882.80"
Trading Index,"1,989.48",1.57,0.08,"3,442,429.80"
