Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,072.24",-4.73,-0.23,"2,859,490,490.47"
Sensitive Index,388.86,0.25,0.06,"1,002,658,609.80"
Float Index,143.21,-0.19,-0.13,"2,810,368,838.70"
Sensitive Float Index,127.49,0.33,0.26,"1,001,075,828.30"
Banking SubIndex,"1,206.01",-2.79,-0.23,"310,748,481.50"
Development Bank Index,"3,906.62",129.11,3.42,"345,190,695.80"
Finance Index,"2,006.60",58.16,2.99,"534,769,555.20"
Hotels And Tourism,"5,850.15",-80.78,-1.36,"236,924,606.40"
HydroPower Index,"2,327.41",-27.99,-1.19,"406,377,087.90"
Investment,72.75,-0.39,-0.54,"85,590,883.00"
Life Insurance,"12,094.51",-82.31,-0.68,"292,570,721.00"
Manufacturing And Processing,"5,589.99",18.39,0.33,"188,455,465.90"
Microfinance Index,"3,938.70",-5.53,-0.14,"156,331,711.00"
Mutual Fund,14.51,0.05,0.38,"5,657,049.14"
Non Life Insurance,"11,186.77",-36.01,-0.32,"209,953,117.50"
Others Index,"1,539.87",-8.32,-0.54,"39,849,898.90"
Trading Index,"2,678.25",-19.54,-0.72,"3,606,614.60"
