Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,186.77",-6.71,-0.31,"4,029,931,439.75"
Sensitive Index,420.49,-0.64,-0.15,"3,583,430,000.00"
Float Index,150.77,-0.90,-0.59,"4,023,040,000.00"
Sensitive Float Index,138.58,-0.60,-0.43,"2,238,790,000.00"
Banking SubIndex,"1,422.46",-9.90,-0.69,"538,920,271.20"
Development Bank Index,"3,999.86",-23.60,-0.59,"296,835,666.40"
Finance Index,"1,979.64",-2.00,-0.10,"405,891,208.50"
Hotels And Tourism,"2,942.61",-14.85,-0.50,"19,618,127.20"
HydroPower Index,"2,650.34",42.70,1.64,"1,390,859,349.00"
Investment,74.01,-0.22,-0.30,"172,184,482.80"
Life Insurance,"10,197.27",-73.72,-0.72,"124,780,919.50"
Manufacturing And Processing,"5,580.39",-13.18,-0.24,"372,940,582.10"
Microfinance Index,"4,979.29",7.41,0.15,"489,192,093.60"
Mutual Fund,14.92,0.03,0.22,"3,341,417.86"
Non Life Insurance,"8,551.16",-85.55,-0.99,"99,845,976.10"
Others Index,"1,621.37",-18.23,-1.11,"69,428,358.10"
Trading Index,"2,359.43",86.68,3.81,"42,538,565.80"
