Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,089.42",-23.81,-1.12,"4,575,063,274.38"
Sensitive Index,374.09,-4.82,-1.27,"1,307,795,748.00"
Float Index,141.88,-2.17,-1.51,"4,377,975,416.40"
Sensitive Float Index,122.75,-2.36,-1.89,"1,300,167,037.20"
Banking SubIndex,"1,138.92",-34.53,-2.94,"444,064,405.50"
Development Bank Index,"4,094.91",-46.37,-1.11,"236,519,723.50"
Finance Index,"2,145.52",3.19,0.14,"483,783,327.90"
Hotels And Tourism,"5,480.42",61.75,1.13,"184,277,475.00"
HydroPower Index,"2,473.32",-2.83,-0.11,"1,034,125,885.00"
Investment,76.94,-0.64,-0.83,"477,076,859.90"
Life Insurance,"10,207.71",-134.64,-1.30,"206,160,506.90"
Manufacturing And Processing,"6,666.37",174.01,2.68,"450,857,620.20"
Microfinance Index,"4,445.30",-77.75,-1.71,"605,804,343.90"
Mutual Fund,18.89,0.00,0.00,"6,697,682.59"
Non Life Insurance,"10,689.40",-104.62,-0.96,"128,676,286.30"
Others Index,"1,649.67",-11.71,-0.70,"243,675,621.50"
Trading Index,"2,758.46",18.93,0.69,"24,009,409.10"
