Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,872.05",-13.48,-0.47,"5,154,177,598.00"
Sensitive Index,538.93,0.39,0.07,"5,220,850,000.00"
Float Index,196.68,-1.52,-0.77,"5,105,890,000.00"
Sensitive Float Index,173.14,-1.19,-0.68,"3,200,890,000.00"
Banking SubIndex,"1,835.80",-19.52,-1.05,"403,098,399.30"
Development Bank Index,"5,058.80",-110.15,-2.13,"344,705,641.00"
Finance Index,"2,506.13",-43.17,-1.69,"308,188,488.40"
Hotels And Tourism,"3,209.83",-23.21,-0.72,"18,832,794.60"
HydroPower Index,"3,410.40",-23.06,-0.67,"1,424,116,914.40"
Investment,97.30,2.08,2.18,"937,978,988.00"
Life Insurance,"16,435.04",-221.32,-1.33,"317,333,807.40"
Manufacturing And Processing,"7,394.75",-71.37,-0.96,"127,957,193.90"
Microfinance Index,"5,547.83",30.17,0.55,"550,760,506.50"
Mutual Fund,15.92,-0.11,-0.72,"17,376,932.64"
Non Life Insurance,"13,110.69",-178.76,-1.35,"308,223,078.10"
Others Index,"2,288.34",37.34,1.66,"348,534,181.80"
Trading Index,"3,077.30",-15.27,-0.49,"16,163,707.00"
