Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,844.02",5.54,0.30,"911,976,049.12"
Sensitive Index,349.66,0.88,0.25,"329,694,501.30"
Float Index,128.93,0.41,0.32,"831,490,699.30"
Sensitive Float Index,116.22,0.38,0.33,"328,623,626.30"
Banking SubIndex,"1,191.94",4.13,0.35,"184,017,098.30"
Development Bank Index,"3,369.82",18.15,0.54,"49,099,413.80"
Finance Index,"1,544.30",-1.63,-0.11,"28,918,573.20"
Hotels And Tourism,"3,175.94",53.51,1.71,"5,400,033.60"
HydroPower Index,"2,413.99",5.96,0.25,"253,631,856.20"
Investment,62.48,0.09,0.14,"33,158,174.20"
Life Insurance,"9,207.43",16.16,0.18,"53,515,191.50"
Manufacturing And Processing,"4,266.02",16.14,0.38,"103,174,417.00"
Microfinance Index,"3,331.31",6.69,0.20,"64,763,138.40"
Mutual Fund,13.26,0.08,0.61,"2,378,790.02"
Non Life Insurance,"8,322.26",31.06,0.37,"33,407,263.30"
Others Index,"1,387.28",0.54,0.04,"18,968,361.80"
Trading Index,"2,099.54",26.92,1.30,"3,437,178.00"
