Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,568.26",40.68,1.61,"2,250,117,296.35"
Sensitive Index,480.06,8.13,1.72,"2,017,810,000.00"
Float Index,174.75,2.74,1.60,"2,120,760,000.00"
Sensitive Float Index,153.21,2.72,1.81,"1,448,080,000.00"
Banking SubIndex,"1,649.03",3.83,0.23,"318,845,527.16"
Development Bank Index,"4,488.85",144.35,3.32,"184,540,031.60"
Finance Index,"2,084.39",66.30,3.29,"127,172,723.80"
Hotels And Tourism,"3,161.64",77.44,2.51,"15,544,454.70"
HydroPower Index,"3,027.23",73.98,2.51,"458,700,995.40"
Investment,86.80,2.33,2.76,"127,416,854.80"
Life Insurance,"14,454.25",211.40,1.48,"252,744,204.30"
Manufacturing And Processing,"5,974.50",87.71,1.49,"109,722,294.00"
Microfinance Index,"5,036.25",71.02,1.43,"154,257,661.00"
Mutual Fund,15.70,0.20,1.30,"3,697,970.79"
Non Life Insurance,"12,283.36",191.20,1.58,"276,588,843.70"
Others Index,"2,078.37",82.26,4.12,"87,874,200.00"
Trading Index,"2,415.99",9.17,0.38,"7,356,052.80"
