Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,938.30",7.32,0.38,"1,467,914,875.04"
Sensitive Index,382.94,0.79,0.21,"1,326,810,000.00"
Float Index,135.62,0.39,0.29,"1,448,890,000.00"
Sensitive Float Index,124.95,0.55,0.44,"928,025,000.00"
Banking SubIndex,"1,368.24",-2.61,-0.19,"260,074,528.20"
Development Bank Index,"3,487.20",33.67,0.97,"172,359,872.00"
Finance Index,"1,605.30",8.66,0.54,"127,626,081.30"
Hotels And Tourism,"2,690.32",16.35,0.61,"13,393,570.40"
HydroPower Index,"2,018.22",16.88,0.84,"394,258,838.90"
Investment,58.33,0.28,0.47,"64,460,767.10"
Life Insurance,"8,938.58",55.13,0.62,"31,888,694.30"
Manufacturing And Processing,"5,027.97",13.12,0.26,"120,216,498.00"
Microfinance Index,"4,333.97",36.86,0.86,"140,145,933.30"
Mutual Fund,13.68,0.04,0.27,"3,099,093.49"
Non Life Insurance,"7,701.05",-1.62,-0.02,"55,851,220.10"
Others Index,"1,417.62",20.10,1.44,"62,331,272.50"
Trading Index,"1,843.40",-22.97,-1.23,"6,278,777.70"
