Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,041.70",10.14,0.49,"2,354,348,503.00"
Sensitive Index,361.63,0.86,0.23,"453,415,717.60"
Float Index,138.16,0.43,0.31,"2,295,377,930.00"
Sensitive Float Index,118.29,0.24,0.20,"412,078,723.80"
Banking SubIndex,"1,078.09",0.49,0.04,"145,016,833.60"
Development Bank Index,"4,004.50",20.49,0.51,"127,265,655.00"
Finance Index,"1,951.90",-1.17,-0.06,"169,756,330.90"
Hotels And Tourism,"5,230.12",24.51,0.47,"62,270,549.60"
HydroPower Index,"2,496.50",39.04,1.58,"888,348,311.30"
Investment,76.35,0.34,0.45,"88,688,854.20"
Life Insurance,"10,271.52",-19.20,-0.18,"124,463,726.60"
Manufacturing And Processing,"7,035.97",145.87,2.11,"273,084,349.00"
Microfinance Index,"3,936.26",16.63,0.42,"260,650,564.20"
Mutual Fund,18.32,0.08,0.46,"8,830,577.01"
Non Life Insurance,"10,584.05",2.13,0.02,"64,857,169.80"
Others Index,"1,690.90",1.92,0.11,"107,762,507.70"
Trading Index,"2,842.74",-4.02,-0.14,"8,934,690.00"
