Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,000.40",3.35,0.17,"7,404,154,007.00"
Sensitive Index,383.79,-1.77,-0.46,"6,956,500,000.00"
Float Index,135.34,-1.01,-0.74,"7,258,900,000.00"
Sensitive Float Index,122.28,-2.13,-1.71,"5,621,440,000.00"
Banking SubIndex,"1,500.94",-41.43,-2.69,"2,451,390,000.00"
Development Bank Index,"2,217.12",-52.84,-2.33,"705,426,000.00"
Finance Index,898.36,-7.43,-0.82,"443,166,000.00"
Hotels And Tourism,"2,007.66",-20.82,-1.03,"32,677,700.00"
HydroPower Index,"1,632.32",38.63,2.42,"793,824,000.00"
Life Insurance,"12,256.22",216.83,1.80,"900,598,000.00"
Manufacturing And Processing,"4,542.26",99.81,2.25,"350,510,000.00"
Microfinance Index,"2,925.97",1.43,0.05,"485,245,000.00"
Mutual Fund,11.42,-0.18,-1.55,"44,398,600.00"
Non Life Insurance,"9,834.18",-34.00,-0.34,"1,523,040,000.00"
Others Index,"1,676.27",107.70,6.87,"1,242,080,000.00"
Trading Index,"2,328.36",-107.64,-4.42,"19,063,700.00"
