Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,871.03",16.34,0.57,"5,546,356,224.00"
Sensitive Index,539.51,4.74,0.89,"6,290,810,000.00"
Float Index,199.35,1.28,0.64,"5,406,610,000.00"
Sensitive Float Index,177.93,1.72,0.98,"4,487,280,000.00"
Banking SubIndex,"1,964.18",14.24,0.73,"1,643,620,000.00"
Development Bank Index,"4,641.51",70.33,1.54,"1,237,550,000.00"
Finance Index,"2,418.59",93.78,4.03,"982,338,000.00"
Hotels And Tourism,"3,595.60",19.29,0.54,"40,621,200.00"
HydroPower Index,"2,761.46",13.91,0.51,"553,871,000.00"
Investment,105.57,0.40,0.38,"241,766,000.00"
Life Insurance,"17,093.26",-66.19,-0.39,"323,220,000.00"
Manufacturing And Processing,"6,108.32",5.09,0.08,"140,535,000.00"
Microfinance Index,"5,296.44",33.93,0.64,"602,340,000.00"
Mutual Fund,15.63,0.01,0.04,"45,398,200.00"
Non Life Insurance,"14,053.41",14.40,0.10,"553,864,000.00"
Others Index,"2,148.60",8.11,0.38,"357,086,000.00"
Trading Index,"3,706.81",8.41,0.23,"13,643,500.00"
