Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,485.94",61.61,2.54,"15,238,271,290.97"
Sensitive Index,449.68,13.53,3.10,"4,870,673,684.30"
Float Index,170.45,4.33,2.60,"15,027,103,116.30"
Sensitive Float Index,149.08,4.33,2.99,"4,851,678,877.80"
Banking SubIndex,"1,414.87",52.70,3.86,"2,400,208,513.90"
Development Bank Index,"4,976.87",69.55,1.41,"1,110,732,718.10"
Finance Index,"2,804.66",41.76,1.51,"1,284,868,431.50"
Hotels And Tourism,"6,404.56",259.05,4.21,"561,802,151.80"
HydroPower Index,"3,026.22",40.94,1.37,"4,502,278,967.80"
Investment,90.59,2.36,2.68,"866,574,785.60"
Life Insurance,"11,649.72",174.69,1.52,"767,249,580.70"
Manufacturing And Processing,"7,382.51",213.37,2.97,"843,366,588.10"
Microfinance Index,"5,243.24",83.28,1.61,"1,355,046,347.30"
Mutual Fund,20.84,0.31,1.52,"44,676,144.88"
Non Life Insurance,"12,002.52",78.15,0.65,"578,118,945.10"
Others Index,"1,855.01",60.73,3.38,"698,702,615.80"
Trading Index,"3,611.60",230.11,6.80,"131,430,948.10"
