Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,079.07",-3.97,-0.19,"4,004,070,243.60"
Sensitive Index,370.06,-1.58,-0.42,"946,509,681.70"
Float Index,141.12,-0.26,-0.18,"3,945,765,111.20"
Sensitive Float Index,121.44,-0.44,-0.36,"938,667,512.60"
Banking SubIndex,"1,123.33",-8.38,-0.74,"179,954,303.40"
Development Bank Index,"4,051.44",-12.48,-0.30,"165,752,534.60"
Finance Index,"2,195.57",-0.06,0.00,"776,039,906.50"
Hotels And Tourism,"5,320.48",-45.40,-0.84,"97,836,799.60"
HydroPower Index,"2,513.94",-3.06,-0.12,"1,131,225,160.60"
Investment,75.74,-0.12,-0.17,"326,547,908.40"
Life Insurance,"10,149.97",-20.77,-0.20,"120,702,880.90"
Manufacturing And Processing,"6,516.73",-69.81,-1.05,"186,181,525.60"
Microfinance Index,"4,487.52",106.79,2.43,"676,369,775.70"
Mutual Fund,18.77,-0.04,-0.24,"4,038,318.20"
Non Life Insurance,"10,574.90",-71.06,-0.66,"104,044,110.60"
Others Index,"1,645.75",-6.26,-0.37,"188,522,763.90"
Trading Index,"2,928.54",-1.05,-0.03,"25,440,887.10"
