Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,599.07",92.46,3.69,"5,109,096,957.00"
Sensitive Index,467.28,14.48,3.20,"4,927,740,000.00"
Float Index,179.61,6.43,3.71,"5,038,980,000.00"
Sensitive Float Index,152.28,4.84,3.28,"3,597,470,000.00"
Banking SubIndex,"1,780.69",45.13,2.60,"1,215,510,000.00"
Development Bank Index,"2,822.45",93.76,3.44,"1,073,640,000.00"
Finance Index,"1,249.40",35.37,2.91,"347,343,000.00"
Hotels And Tourism,"3,336.84",39.35,1.19,"40,531,100.00"
HydroPower Index,"2,514.02",153.08,6.48,"843,473,000.00"
Investment,97.66,4.34,4.65,"457,430,000.00"
Life Insurance,"16,930.71",558.63,3.41,"378,261,000.00"
Manufacturing And Processing,"5,561.29",239.03,4.49,"211,084,000.00"
Microfinance Index,"5,220.59",237.85,4.77,"967,336,000.00"
Mutual Fund,13.39,0.18,1.34,"19,062,800.00"
Non Life Insurance,"12,899.72",543.27,4.40,"691,767,000.00"
Others Index,"1,978.38",69.65,3.65,"676,120,000.00"
Trading Index,"3,625.34",190.72,5.55,"44,693,200.00"
