Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,595.74",-4.45,-0.17,"7,780,159,283.42"
Sensitive Index,443.90,-1.21,-0.27,"3,512,774,047.10"
Float Index,177.15,-0.38,-0.21,"7,668,089,940.60"
Sensitive Float Index,150.94,-0.46,-0.30,"3,512,774,047.10"
Banking SubIndex,"1,332.69",-1.60,-0.12,"239,717,377.20"
Development Bank Index,"5,296.82",52.88,1.00,"381,140,598.60"
Finance Index,"2,317.64",-9.50,-0.40,"107,680,486.00"
Hotels And Tourism,"6,688.52",-128.00,-1.87,"195,668,240.00"
HydroPower Index,"3,552.22",3.82,0.10,"5,443,945,819.70"
Investment,108.30,-0.69,-0.64,"369,418,520.20"
Life Insurance,"12,461.55",-42.95,-0.34,"223,472,281.30"
Manufacturing And Processing,"6,996.35",-21.80,-0.31,"194,341,930.00"
Microfinance Index,"4,623.90",6.41,0.13,"214,298,543.20"
Mutual Fund,19.13,0.00,0.05,"28,937,779.42"
Non Life Insurance,"11,881.64",-49.07,-0.41,"128,648,111.50"
Others Index,"2,253.37",-5.38,-0.23,"160,735,145.90"
Trading Index,"4,131.92",-8.51,-0.20,"9,022,887.00"
