Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,934.04",21.30,1.11,"922,574,409.66"
Sensitive Index,376.17,3.83,1.03,"832,934,000.00"
Float Index,133.99,1.71,1.29,"901,283,000.00"
Sensitive Float Index,123.11,1.59,1.31,"592,772,000.00"
Banking SubIndex,"1,313.32",10.91,0.84,"153,383,781.50"
Development Bank Index,"3,483.06",60.03,1.75,"61,646,450.60"
Finance Index,"1,637.52",34.11,2.13,"66,847,622.90"
Hotels And Tourism,"2,615.15",29.92,1.16,"6,148,477.20"
HydroPower Index,"2,170.72",20.78,0.97,"281,435,219.70"
Investment,61.32,0.95,1.57,"39,045,236.50"
Life Insurance,"9,176.72",96.22,1.06,"40,584,716.90"
Manufacturing And Processing,"4,929.53",90.65,1.87,"46,493,501.60"
Microfinance Index,"4,373.43",53.58,1.24,"115,585,234.10"
Mutual Fund,14.14,0.11,0.76,"9,483,242.06"
Non Life Insurance,"7,874.49",58.77,0.75,"57,695,033.20"
Others Index,"1,394.92",15.82,1.15,"28,464,590.80"
Trading Index,"1,867.81",27.59,1.50,"3,952,689.50"
