Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,111.09",26.02,0.84,"11,529,217,775.00"
Sensitive Index,577.52,5.06,0.88,"11,903,200,000.00"
Float Index,216.65,1.72,0.80,"11,398,200,000.00"
Sensitive Float Index,193.00,1.81,0.95,"8,330,930,000.00"
Banking SubIndex,"2,098.41",2.34,0.11,"1,356,347,924.00"
Development Bank Index,"4,847.67",-2.36,-0.05,"464,070,009.00"
Finance Index,"2,673.80",10.42,0.39,"620,760,154.00"
Hotels And Tourism,"3,803.57",12.28,0.32,"64,291,180.00"
HydroPower Index,"3,341.23",66.84,2.04,"3,690,093,090.00"
Investment,117.28,0.21,0.18,"511,554,726.00"
Life Insurance,"18,089.08",119.28,0.66,"411,669,305.00"
Manufacturing And Processing,"6,764.41",41.79,0.62,"232,205,039.00"
Microfinance Index,"5,982.62",221.57,3.85,"3,227,769,887.00"
Mutual Fund,17.61,-0.11,-0.62,"96,447,037.00"
Non Life Insurance,"14,791.68",60.92,0.41,"524,487,798.00"
Others Index,"2,177.72",25.22,1.17,"167,986,217.00"
Trading Index,"4,201.29",101.38,2.47,"76,952,731.00"
