Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,026.81",22.75,1.13,"4,256,676,333.55"
Sensitive Index,359.40,3.97,1.11,"766,638,012.70"
Float Index,137.17,1.42,1.04,"3,155,355,796.50"
Sensitive Float Index,117.31,1.40,1.20,"750,954,635.00"
Banking SubIndex,"1,056.18",6.11,0.58,"244,819,858.00"
Development Bank Index,"3,983.61",122.09,3.16,"166,779,225.30"
Finance Index,"2,010.62",113.01,5.95,"646,931,822.70"
Hotels And Tourism,"5,240.95",-4.56,-0.08,"78,727,053.50"
HydroPower Index,"2,463.97",28.40,1.16,"618,186,999.30"
Investment,75.57,0.45,0.60,"82,453,583.30"
Life Insurance,"10,308.27",145.25,1.42,"286,817,613.10"
Manufacturing And Processing,"6,842.81",115.72,1.72,"297,018,418.10"
Microfinance Index,"4,098.24",28.37,0.69,"604,126,431.90"
Mutual Fund,18.31,0.01,0.07,"2,628,000.76"
Non Life Insurance,"10,524.67",92.07,0.88,"105,115,679.00"
Others Index,"1,668.54",22.37,1.35,"118,427,607.70"
Trading Index,"2,740.14",-1.11,-0.04,"5,346,301.70"
