Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,590.29",14.00,0.54,"4,170,398,049.64"
Sensitive Index,453.94,2.59,0.57,"1,020,364,580.30"
Float Index,177.96,1.07,0.60,"2,784,931,186.90"
Sensitive Float Index,153.50,0.99,0.65,"1,020,364,580.30"
Banking SubIndex,"1,417.34",10.49,0.74,"416,581,170.30"
Development Bank Index,"5,567.73",75.57,1.37,"214,561,712.40"
Finance Index,"2,381.30",12.26,0.51,"119,916,159.20"
Hotels And Tourism,"7,079.76",42.92,0.61,"122,906,223.30"
HydroPower Index,"3,549.36",16.88,0.47,"1,108,999,286.10"
Investment,95.02,-0.44,-0.46,"136,013,322.10"
Life Insurance,"11,907.64",67.86,0.57,"80,665,055.20"
Manufacturing And Processing,"10,156.78",58.16,0.57,"322,615,214.60"
Microfinance Index,"4,556.05",12.61,0.27,"104,120,867.00"
Mutual Fund,21.43,0.00,0.00,"10,937,345.64"
Non Life Insurance,"10,694.49",110.00,1.03,"45,884,971.80"
Others Index,"1,892.36",5.79,0.30,"84,803,853.90"
Trading Index,"3,290.84",19.82,0.60,"27,863,351.00"
