Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,834.51",-8.48,-0.30,"5,053,538,257.00"
Sensitive Index,528.45,-0.33,-0.06,"5,541,760,000.00"
Float Index,196.03,-0.75,-0.38,"4,977,510,000.00"
Sensitive Float Index,172.64,-0.51,-0.29,"3,802,820,000.00"
Banking SubIndex,"1,916.15",-6.90,-0.36,"945,212,000.00"
Development Bank Index,"4,314.86",-45.46,-1.04,"1,015,150,000.00"
Finance Index,"2,190.32",-39.26,-1.76,"536,071,000.00"
Hotels And Tourism,"3,743.57",86.38,2.36,"214,176,000.00"
HydroPower Index,"2,837.19",-3.35,-0.12,"933,561,000.00"
Investment,106.63,-0.45,-0.42,"270,651,000.00"
Life Insurance,"17,090.76",-44.99,-0.26,"174,295,000.00"
Manufacturing And Processing,"5,939.69",-24.42,-0.41,"158,582,000.00"
Microfinance Index,"5,146.16",-25.86,-0.50,"387,431,000.00"
Mutual Fund,15.40,0.02,0.10,"32,440,800.00"
Non Life Insurance,"14,016.69",-119.79,-0.85,"691,824,000.00"
Others Index,"2,190.32",15.01,0.69,"549,489,000.00"
Trading Index,"3,664.66",-17.62,-0.48,"18,492,400.00"
