Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,623.62",111.70,4.44,"8,737,881,678.51"
Sensitive Index,455.28,19.07,4.37,"3,880,987,905.10"
Float Index,180.02,7.53,4.36,"9,014,376,161.90"
Sensitive Float Index,155.31,6.25,4.19,"3,880,987,905.10"
Banking SubIndex,"1,386.13",60.00,4.52,"1,008,474,922.90"
Development Bank Index,"5,636.70",322.63,6.07,"708,981,084.20"
Finance Index,"2,369.99",124.42,5.54,"183,454,690.50"
Hotels And Tourism,"6,382.94",145.44,2.33,"195,067,971.00"
HydroPower Index,"3,376.16",186.21,5.83,"2,630,902,622.50"
Investment,106.54,7.59,7.68,"604,422,698.10"
Life Insurance,"12,430.49",666.67,5.66,"561,823,225.90"
Manufacturing And Processing,"7,321.84",339.05,4.85,"678,005,642.90"
Microfinance Index,"4,929.81",175.49,3.69,"543,050,176.80"
Mutual Fund,20.17,-0.14,-0.71,"14,779,046.66"
Non Life Insurance,"10,972.45",-460.22,-4.02,"429,059,182.40"
Others Index,"2,441.82",36.83,1.53,"1,444,313,338.80"
Trading Index,"3,845.50",306.62,8.66,"26,820,605.90"
