Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,193.48",-2.76,-0.13,"3,293,234,705.72"
Sensitive Index,421.13,0.00,0.00,"2,841,220,000.00"
Float Index,151.67,-0.10,-0.07,"3,274,000,000.00"
Sensitive Float Index,139.17,0.13,0.10,"1,804,240,000.00"
Banking SubIndex,"1,432.35",-6.26,-0.44,"265,307,808.80"
Development Bank Index,"4,023.46",-22.35,-0.55,"291,981,940.90"
Finance Index,"1,981.64",24.28,1.24,"406,503,847.90"
Hotels And Tourism,"2,957.46",-28.32,-0.95,"33,742,823.10"
HydroPower Index,"2,607.64",28.29,1.10,"866,626,438.10"
Investment,74.20,-0.44,-0.59,"157,745,368.30"
Life Insurance,"10,270.99",-62.63,-0.61,"99,660,977.00"
Manufacturing And Processing,"5,593.56",0.92,0.02,"399,458,839.70"
Microfinance Index,"4,972.04",41.66,0.84,"565,448,994.20"
Mutual Fund,14.89,0.03,0.22,"12,284,389.91"
Non Life Insurance,"8,636.71",-7.66,-0.09,"82,802,052.90"
Others Index,"1,641.65",-17.31,-1.04,"79,879,622.70"
Trading Index,"2,272.76",43.42,1.95,"24,846,261.00"
