Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,343.65",33.42,2.55,"2,090,877,917.00"
Sensitive Index,288.39,5.52,1.95,"2,204,130,000.00"
Float Index,95.22,2.37,2.55,"2,067,830,000.00"
Sensitive Float Index,94.67,1.84,1.98,"1,779,290,000.00"
Banking SubIndex,"1,181.24",17.94,1.54,"636,986,000.00"
Development Bank Index,"1,847.79",66.53,3.73,"375,346,000.00"
Finance Index,700.17,35.16,5.29,"222,545,000.00"
Hotels And Tourism,"2,115.98",48.99,2.37,"39,563,000.00"
HydroPower Index,"1,080.77",45.45,4.39,"126,269,000.00"
Life Insurance,"7,104.01",403.25,6.02,"235,094,000.00"
Manufacturing And Processing,"2,569.75",59.94,2.39,"222,671,000.00"
Microfinance Index,"2,101.44",32.06,1.55,"289,986,000.00"
Mutual Fund,10.60,0.55,5.47,"4,224,790.00"
Non Life Insurance,"5,565.08",337.02,6.45,"507,131,000.00"
Others Index,697.26,9.86,1.43,"53,091,000.00"
Trading Index,860.40,-7.98,-0.92,"12,430,700.00"
