Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,608.33",-24.63,-0.93,"3,258,758,014.09"
Sensitive Index,452.79,-3.04,-0.66,"1,049,644,529.41"
Float Index,178.78,-1.52,-0.84,"3,075,657,873.81"
Sensitive Float Index,153.24,-1.10,-0.71,"1,049,644,529.41"
Banking SubIndex,"1,404.49",-10.38,-0.73,"385,252,291.41"
Development Bank Index,"5,591.27",-0.86,-0.01,"164,473,118.50"
Finance Index,"2,393.78",-24.37,-1.00,"198,609,882.10"
Hotels And Tourism,"7,287.60",-68.85,-0.93,"84,279,940.10"
HydroPower Index,"3,608.74",-52.65,-1.43,"1,331,305,545.80"
Investment,96.33,-0.71,-0.74,"187,712,909.60"
Life Insurance,"11,996.07",-67.77,-0.56,"83,850,214.30"
Manufacturing And Processing,"10,447.58",-127.96,-1.20,"331,578,023.40"
Microfinance Index,"4,612.21",-26.28,-0.56,"184,219,323.40"
Mutual Fund,21.55,-0.06,-0.31,"17,696,489.99"
Non Life Insurance,"10,659.79",-66.35,-0.61,"38,593,973.50"
Others Index,"1,896.53",-25.19,-1.31,"82,480,739.20"
Trading Index,"3,298.37",-58.51,-1.74,"3,301,912.50"
