Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,782.18",5.82,0.20,"8,819,723,335.29"
Sensitive Index,473.23,-0.39,-0.08,"3,358,543,794.30"
Float Index,190.59,0.01,0.00,"8,696,007,492.60"
Sensitive Float Index,161.90,-0.04,-0.02,"3,358,543,794.30"
Banking SubIndex,"1,454.77",-1.64,-0.11,"817,578,420.80"
Development Bank Index,"5,997.67",28.94,0.48,"474,484,597.30"
Finance Index,"2,441.57",-21.59,-0.87,"222,572,511.40"
Hotels And Tourism,"7,441.32",29.48,0.39,"96,097,257.60"
HydroPower Index,"3,819.73",2.07,0.05,"4,355,803,537.20"
Investment,105.95,0.16,0.15,"534,485,307.40"
Life Insurance,"12,889.70",-24.61,-0.19,"221,196,314.10"
Manufacturing And Processing,"10,740.22",187.00,1.77,"924,179,018.30"
Microfinance Index,"4,945.43",-14.69,-0.29,"354,837,594.80"
Mutual Fund,21.78,0.03,0.15,"8,031,764.29"
Non Life Insurance,"11,176.56",-38.02,-0.33,"113,268,658.90"
Others Index,"2,171.06",-0.72,-0.03,"562,525,026.30"
Trading Index,"3,916.30",96.68,2.53,"18,979,248.50"
