Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,546.08",32.22,1.28,"4,542,345,271.00"
Sensitive Index,480.97,7.63,1.61,"4,723,610,000.00"
Float Index,175.04,2.32,1.34,"4,494,200,000.00"
Sensitive Float Index,154.99,2.43,1.59,"3,035,670,000.00"
Banking SubIndex,"1,717.52",13.00,0.76,"800,774,277.00"
Development Bank Index,"4,710.08",157.13,3.45,"566,617,065.00"
Finance Index,"2,336.73",57.87,2.54,"375,202,615.60"
Hotels And Tourism,"3,057.46",41.80,1.39,"25,269,438.80"
HydroPower Index,"2,943.30",82.53,2.88,"1,317,144,519.80"
Investment,78.84,0.68,0.86,"217,936,206.20"
Life Insurance,"13,487.97",123.20,0.92,"179,149,204.00"
Manufacturing And Processing,"5,953.65",62.28,1.06,"176,914,296.50"
Microfinance Index,"4,924.07",65.41,1.35,"411,242,797.90"
Mutual Fund,14.91,0.01,0.10,"15,795,949.86"
Non Life Insurance,"11,283.71",26.09,0.23,"158,360,355.90"
Others Index,"1,989.19",31.52,1.61,"222,667,421.60"
Trading Index,"2,636.73",3.88,0.15,"42,925,666.80"
