Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,267.73",28.31,1.26,"4,982,391,897.00"
Sensitive Index,433.28,3.89,0.91,"5,352,480,000.00"
Float Index,155.41,2.02,1.32,"4,911,370,000.00"
Sensitive Float Index,140.36,1.10,0.79,"4,196,660,000.00"
Banking SubIndex,"1,737.71",14.54,0.84,"1,482,070,000.00"
Development Bank Index,"2,356.27",19.40,0.83,"799,641,000.00"
Finance Index,948.45,23.14,2.50,"368,715,000.00"
Hotels And Tourism,"1,930.58",9.93,0.52,"10,977,900.00"
HydroPower Index,"1,753.13",60.91,3.60,"388,280,000.00"
Life Insurance,"14,483.23",376.00,2.67,"651,993,000.00"
Manufacturing And Processing,"5,731.50",6.89,0.12,"103,710,000.00"
Microfinance Index,"3,521.35",53.19,1.53,"566,864,000.00"
Mutual Fund,11.83,0.10,0.87,"29,419,800.00"
Non Life Insurance,"10,565.66",273.27,2.66,"1,682,810,000.00"
Others Index,"1,777.18",6.48,0.37,"337,794,000.00"
Trading Index,"2,511.29",-15.40,-0.61,"8,587,560.00"
