Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,745.36",2.47,0.09,"7,192,792,166.86"
Sensitive Index,495.30,1.31,0.26,"2,885,562,357.87"
Float Index,189.88,0.09,0.05,"6,823,318,892.81"
Sensitive Float Index,164.07,0.24,0.15,"2,885,562,357.87"
Banking SubIndex,"1,608.24",6.42,0.40,"1,503,769,818.90"
Development Bank Index,"5,410.55",-35.00,-0.64,"291,542,383.00"
Finance Index,"3,437.19",17.60,0.51,"799,793,294.60"
Hotels And Tourism,"6,671.68",-100.63,-1.48,"119,978,019.00"
HydroPower Index,"3,310.68",-4.03,-0.12,"2,125,781,040.44"
Investment,109.71,0.77,0.71,"453,686,819.07"
Life Insurance,"13,370.81",-33.14,-0.24,"276,350,063.70"
Manufacturing And Processing,"7,201.85",15.56,0.21,"396,340,336.70"
Microfinance Index,"5,072.62",-9.74,-0.19,"369,089,317.70"
Mutual Fund,21.28,0.29,1.40,"21,806,603.75"
Non Life Insurance,"13,197.18",0.75,0.00,"156,920,444.30"
Others Index,"2,122.48",7.68,0.36,"369,396,630.70"
Trading Index,"3,652.20",-78.48,-2.10,"25,170,349.00"
