Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,182.63",12.45,0.57,"2,062,058,749.14"
Sensitive Index,415.42,1.42,0.34,"692,361,699.00"
Float Index,153.53,0.89,0.58,"2,028,579,748.40"
Sensitive Float Index,140.15,0.58,0.41,"689,595,430.40"
Banking SubIndex,"1,405.96",4.32,0.31,"343,847,767.70"
Development Bank Index,"3,893.10",56.14,1.46,"136,306,421.00"
Finance Index,"1,845.94",17.15,0.94,"106,312,300.00"
Hotels And Tourism,"3,321.13",12.38,0.37,"15,320,648.80"
HydroPower Index,"2,738.67",27.35,1.01,"814,397,804.80"
Investment,69.47,0.66,0.96,"84,014,758.00"
Life Insurance,"11,016.43",84.87,0.78,"128,749,088.70"
Manufacturing And Processing,"5,399.72",34.84,0.65,"72,808,767.40"
Microfinance Index,"4,720.83",16.53,0.35,"142,834,999.20"
Mutual Fund,14.62,-0.02,-0.16,"3,128,947.39"
Non Life Insurance,"9,443.93",54.36,0.58,"121,706,465.20"
Others Index,"1,550.36",3.76,0.24,"55,355,531.60"
Trading Index,"2,317.77",8.21,0.36,"6,925,196.00"
