Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,658.02",2.08,0.07,"7,879,381,268.28"
Sensitive Index,447.26,1.23,0.27,"4,220,365,965.50"
Float Index,179.12,0.22,0.12,"7,659,630,571.30"
Sensitive Float Index,150.51,0.53,0.35,"4,220,365,965.50"
Banking SubIndex,"1,334.96",0.46,0.03,"381,710,771.00"
Development Bank Index,"5,407.29",-41.46,-0.76,"446,691,999.00"
Finance Index,"2,449.85",-20.68,-0.83,"216,450,236.80"
Hotels And Tourism,"6,410.67",-75.84,-1.16,"56,698,601.90"
HydroPower Index,"3,481.77",7.73,0.22,"3,953,517,191.60"
Investment,115.96,2.81,2.49,"1,318,758,270.00"
Life Insurance,"13,140.65",-42.99,-0.32,"255,419,722.00"
Manufacturing And Processing,"7,204.90",-12.91,-0.17,"296,563,594.40"
Microfinance Index,"4,744.73",-22.12,-0.46,"256,556,164.50"
Mutual Fund,19.57,0.05,0.25,"20,307,912.28"
Non Life Insurance,"12,339.51",-34.67,-0.28,"146,045,030.20"
Others Index,"2,375.95",-3.29,-0.13,"322,703,837.60"
Trading Index,"4,564.25",17.72,0.39,"8,515,152.30"
