Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,787.18",6.37,0.23,"9,305,222,004.00"
Sensitive Index,498.97,2.83,0.57,"8,712,570,000.00"
Float Index,191.47,0.73,0.38,"8,894,530,000.00"
Sensitive Float Index,161.64,1.20,0.75,"6,430,110,000.00"
Banking SubIndex,"1,851.72",17.34,0.95,"2,027,150,000.00"
Development Bank Index,"3,182.31",113.44,3.70,"1,484,670,000.00"
Finance Index,"1,547.40",89.26,6.12,"1,093,730,000.00"
Hotels And Tourism,"3,451.12",-18.89,-0.54,"69,495,400.00"
HydroPower Index,"2,770.78",-42.25,-1.50,"1,766,420,000.00"
Investment,103.06,-0.75,-0.72,"410,147,000.00"
Life Insurance,"18,134.65",-78.85,-0.43,"585,975,000.00"
Manufacturing And Processing,"5,880.70",-56.82,-0.96,"127,152,000.00"
Microfinance Index,"5,650.51",-13.23,-0.23,"985,580,000.00"
Mutual Fund,13.83,0.00,0.03,"20,901,400.00"
Non Life Insurance,"14,181.23",-23.47,-0.17,"1,234,250,000.00"
Others Index,"2,246.16",1.80,0.08,"1,007,200,000.00"
Trading Index,"4,155.38",-22.63,-0.54,"46,763,000.00"
