Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,636.68",25.23,0.97,"8,762,146,785.00"
Sensitive Index,481.78,6.77,1.43,"8,466,690,000.00"
Float Index,181.90,1.65,0.91,"8,646,350,000.00"
Sensitive Float Index,156.98,1.91,1.23,"7,148,550,000.00"
Banking SubIndex,"1,936.66",23.37,1.22,"4,053,130,000.00"
Development Bank Index,"2,733.98",62.14,2.33,"1,289,400,000.00"
Finance Index,"1,202.74",5.35,0.45,"534,685,000.00"
Hotels And Tourism,"2,061.37",4.69,0.23,"18,844,800.00"
HydroPower Index,"1,941.05",18.60,0.97,"510,099,000.00"
Life Insurance,"18,451.12",-109.73,-0.59,"649,895,000.00"
Manufacturing And Processing,"5,754.91",20.16,0.35,"180,315,000.00"
Microfinance Index,"4,506.62",-28.00,-0.62,"776,054,000.00"
Mutual Fund,12.75,0.14,1.12,"28,356,200.00"
Non Life Insurance,"13,189.25",-50.30,-0.38,"1,373,910,000.00"
Others Index,"2,121.27",53.82,2.60,"1,037,730,000.00"
Trading Index,"3,049.02",72.92,2.45,"39,328,600.00"
