Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,661.71",8.78,0.33,"4,117,785,700.28"
Sensitive Index,462.47,3.89,0.85,"1,310,143,369.95"
Float Index,182.61,0.99,0.54,"3,085,706,643.55"
Sensitive Float Index,156.68,1.39,0.89,"1,310,143,369.95"
Banking SubIndex,"1,449.65",29.06,2.04,"917,238,807.25"
Development Bank Index,"5,649.54",-6.36,-0.11,"121,340,190.70"
Finance Index,"2,436.40",6.91,0.28,"145,787,163.20"
Hotels And Tourism,"7,398.56",-10.17,-0.13,"106,809,516.70"
HydroPower Index,"3,686.66",-9.64,-0.26,"879,224,817.70"
Investment,97.89,-0.03,-0.03,"114,093,150.40"
Life Insurance,"12,194.86",20.13,0.16,"82,942,627.30"
Manufacturing And Processing,"10,600.30",-92.45,-0.86,"410,273,428.50"
Microfinance Index,"4,666.23",2.79,0.05,"206,232,313.10"
Mutual Fund,21.68,0.01,0.06,"7,435,022.23"
Non Life Insurance,"10,839.38",-37.81,-0.34,"41,205,524.80"
Others Index,"1,926.03",-3.97,-0.20,"53,532,656.70"
Trading Index,"3,367.18",-17.01,-0.50,"7,026,447.20"
