Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,852.77",11.73,0.63,"2,799,146,433.94"
Sensitive Index,352.28,1.58,0.45,"279,316,626.40"
Float Index,127.97,0.86,0.67,"1,770,192,048.50"
Sensitive Float Index,114.28,0.49,0.43,"277,276,401.10"
Banking SubIndex,"1,140.42",6.94,0.61,"122,402,479.70"
Development Bank Index,"3,621.43",20.27,0.56,"54,947,311.90"
Finance Index,"1,626.90",11.24,0.69,"45,680,611.10"
Hotels And Tourism,"5,017.06",32.44,0.65,"51,190,951.20"
HydroPower Index,"1,962.25",20.09,1.03,"389,947,824.80"
Investment,66.45,0.55,0.83,"114,351,352.60"
Life Insurance,"10,433.02",8.84,0.08,"372,659,026.20"
Manufacturing And Processing,"4,711.64",31.81,0.67,"187,678,504.90"
Microfinance Index,"3,256.94",2.76,0.08,"73,805,487.20"
Mutual Fund,17.59,0.06,0.34,"2,529,246.25"
Non Life Insurance,"10,088.41",209.24,2.11,"320,686,844.00"
Others Index,"1,396.95",1.71,0.12,"28,994,887.70"
Trading Index,"2,682.62",-13.65,-0.50,"7,846,767.20"
