Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,595.96",1.83,0.07,"5,824,904,134.69"
Sensitive Index,439.01,-2.41,-0.54,"1,396,843,166.90"
Float Index,176.17,0.02,0.01,"5,768,009,373.00"
Sensitive Float Index,147.03,-0.59,-0.40,"1,396,843,166.90"
Banking SubIndex,"1,356.71",-11.08,-0.81,"292,955,453.70"
Development Bank Index,"5,426.72",58.13,1.08,"526,235,302.20"
Finance Index,"2,784.57",-100.57,-3.48,"689,086,565.90"
Hotels And Tourism,"6,661.26",107.25,1.63,"88,469,075.80"
HydroPower Index,"3,667.11",63.45,1.76,"2,872,966,541.40"
Investment,100.15,-0.07,-0.07,"488,383,644.80"
Life Insurance,"12,650.71",10.22,0.08,"182,249,630.50"
Manufacturing And Processing,"6,658.09",32.12,0.48,"87,150,978.90"
Microfinance Index,"4,865.40",-25.61,-0.52,"293,318,861.50"
Mutual Fund,20.07,-0.03,-0.17,"7,837,585.40"
Non Life Insurance,"12,432.43",-51.49,-0.41,"88,570,920.50"
Others Index,"1,898.15",0.77,0.04,"155,440,663.40"
Trading Index,"4,329.07",0.71,0.01,"16,204,951.60"
