Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,621.59",-30.09,-1.13,"4,826,084,825.27"
Sensitive Index,456.68,-3.92,-0.85,"859,508,758.20"
Float Index,179.89,-2.06,-1.13,"2,713,877,405.10"
Sensitive Float Index,154.58,-1.42,-0.91,"859,508,758.20"
Banking SubIndex,"1,424.87",-17.12,-1.18,"240,142,359.60"
Development Bank Index,"5,606.14",-83.21,-1.46,"139,671,771.10"
Finance Index,"2,410.35",-35.13,-1.43,"181,548,950.90"
Hotels And Tourism,"7,257.23",-95.42,-1.29,"106,526,625.30"
HydroPower Index,"3,629.79",-62.78,-1.70,"1,239,877,349.60"
Investment,96.57,-0.37,-0.39,"145,198,721.50"
Life Insurance,"12,007.05",-100.56,-0.83,"76,828,245.90"
Manufacturing And Processing,"10,355.24",-118.52,-1.13,"276,355,967.30"
Microfinance Index,"4,605.88",-37.69,-0.81,"122,437,456.00"
Mutual Fund,21.65,0.02,0.11,"8,288,514.48"
Non Life Insurance,"10,704.90",-113.62,-1.05,"99,575,277.00"
Others Index,"1,906.09",-22.27,-1.15,"76,210,762.90"
Trading Index,"3,333.17",-7.27,-0.21,"9,503,918.00"
