Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,726.72",14.17,0.52,"4,693,449,370.67"
Sensitive Index,471.30,0.98,0.21,"1,359,320,370.00"
Float Index,186.58,0.73,0.39,"4,641,435,105.30"
Sensitive Float Index,159.73,0.29,0.18,"1,359,320,370.00"
Banking SubIndex,"1,471.79",5.64,0.38,"358,271,471.60"
Development Bank Index,"5,784.67",42.84,0.74,"311,269,726.30"
Finance Index,"2,470.46",6.78,0.27,"171,670,097.80"
Hotels And Tourism,"7,510.39",73.90,0.99,"135,081,656.50"
HydroPower Index,"3,821.18",42.32,1.12,"2,291,972,387.10"
Investment,100.16,-0.42,-0.42,"221,416,281.10"
Life Insurance,"12,303.08",28.15,0.22,"90,429,781.80"
Manufacturing And Processing,"11,115.12",38.67,0.34,"750,378,194.80"
Microfinance Index,"4,698.69",6.39,0.13,"135,319,748.60"
Mutual Fund,21.66,0.11,0.53,"9,433,132.18"
Non Life Insurance,"11,005.85",70.60,0.64,"45,595,628.50"
Others Index,"2,008.47",-1.61,-0.08,"122,035,211.20"
Trading Index,"3,461.30",87.14,2.58,"7,994,920.00"
