Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,315.00",28.46,1.24,"6,374,267,782.00"
Sensitive Index,443.42,8.17,1.88,"6,794,520,000.00"
Float Index,157.91,1.40,0.89,"6,292,100,000.00"
Sensitive Float Index,142.34,1.39,0.99,"5,540,210,000.00"
Banking SubIndex,"1,735.57",1.01,0.06,"1,988,660,000.00"
Development Bank Index,"2,497.07",110.01,4.61,"1,219,930,000.00"
Finance Index,"1,018.82",25.01,2.52,"575,573,000.00"
Hotels And Tourism,"1,942.06",16.87,0.88,"17,316,500.00"
HydroPower Index,"1,776.13",-7.20,-0.40,"357,863,000.00"
Life Insurance,"14,875.03",222.01,1.51,"494,741,000.00"
Manufacturing And Processing,"6,023.84",49.82,0.83,"223,570,000.00"
Microfinance Index,"3,733.40",115.55,3.19,"835,889,000.00"
Mutual Fund,11.98,0.08,0.68,"19,370,700.00"
Non Life Insurance,"10,754.86",78.05,0.73,"1,294,180,000.00"
Others Index,"1,850.40",60.76,3.40,"870,208,000.00"
Trading Index,"2,753.31",232.97,9.24,"25,124,100.00"
