Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,057.84",2.86,0.14,"1,526,186,217.86"
Sensitive Index,398.29,0.60,0.15,"1,401,300,000.00"
Float Index,141.85,0.14,0.10,"1,401,300,000.00"
Sensitive Float Index,130.63,0.05,0.04,"849,626,000.00"
Banking SubIndex,"1,364.05",2.58,0.19,"202,404,549.00"
Development Bank Index,"3,745.19",8.70,0.23,"102,592,163.20"
Finance Index,"1,806.85",-5.71,-0.31,"99,754,873.30"
Hotels And Tourism,"2,763.92",8.75,0.32,"7,437,909.70"
HydroPower Index,"2,464.99",11.61,0.47,"643,647,668.90"
Investment,67.16,0.08,0.11,"41,676,278.30"
Life Insurance,"9,465.75",47.79,0.51,"75,031,126.30"
Manufacturing And Processing,"5,124.92",-9.45,-0.18,"84,793,801.10"
Microfinance Index,"4,683.23",9.51,0.20,"180,930,923.80"
Mutual Fund,14.54,-0.04,-0.27,"1,628,915.16"
Non Life Insurance,"8,199.70",-15.17,-0.18,"34,014,851.50"
Others Index,"1,516.23",-6.91,-0.45,"30,559,157.60"
Trading Index,"2,080.85",-22.24,-1.06,"7,898,170.30"
