Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,981.48",47.44,2.45,"1,453,824,649.96"
Sensitive Index,385.36,9.19,2.44,"1,360,280,000.00"
Float Index,137.60,3.61,2.69,"1,435,290,000.00"
Sensitive Float Index,126.31,3.20,2.60,"936,849,000.00"
Banking SubIndex,"1,338.13",24.46,1.86,"193,172,000.40"
Development Bank Index,"3,643.95",160.89,4.62,"161,328,979.40"
Finance Index,"1,734.65",97.13,5.93,"183,031,884.90"
Hotels And Tourism,"2,682.12",66.97,2.56,"10,213,150.90"
HydroPower Index,"2,249.33",78.61,3.62,"425,378,553.00"
Investment,62.88,1.56,2.54,"55,978,482.40"
Life Insurance,"9,309.92",133.20,1.45,"50,051,054.30"
Manufacturing And Processing,"5,041.28",111.75,2.27,"62,898,627.50"
Microfinance Index,"4,479.26",106.33,2.43,"165,056,674.20"
Mutual Fund,14.32,0.18,1.27,"7,704,892.12"
Non Life Insurance,"7,991.45",116.96,1.49,"70,073,373.90"
Others Index,"1,435.42",40.50,2.90,"45,908,728.50"
Trading Index,"1,972.07",107.29,5.75,"12,200,242.00"
