Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,661.60",3.58,0.13,"10,875,991,144.35"
Sensitive Index,449.08,1.81,0.40,"5,811,120,132.70"
Float Index,179.20,0.07,0.04,"10,344,558,717.50"
Sensitive Float Index,150.96,0.45,0.30,"5,811,120,132.70"
Banking SubIndex,"1,329.71",-5.24,-0.39,"603,536,124.00"
Development Bank Index,"5,405.80",-1.48,-0.02,"545,640,930.30"
Finance Index,"2,424.04",-25.80,-1.05,"223,945,489.90"
Hotels And Tourism,"6,435.31",24.63,0.38,"81,911,651.90"
HydroPower Index,"3,519.02",37.24,1.06,"5,351,262,876.70"
Investment,118.02,2.06,1.77,"1,798,550,403.50"
Life Insurance,"13,124.92",-15.72,-0.11,"422,654,366.00"
Manufacturing And Processing,"7,234.47",29.56,0.41,"329,949,410.70"
Microfinance Index,"4,700.07",-44.66,-0.94,"318,502,326.80"
Mutual Fund,19.62,0.04,0.24,"34,248,511.55"
Non Life Insurance,"12,297.72",-41.78,-0.33,"147,359,721.00"
Others Index,"2,362.35",-13.60,-0.57,"492,595,359.70"
Trading Index,"4,517.06",52.81,1.18,"28,650,057.00"
