Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,917.22",-39.15,-2.00,"1,407,395,437.00"
Sensitive Index,376.53,-7.68,-2.00,"1,185,610,000.00"
Float Index,133.92,-2.68,-1.96,"1,390,250,000.00"
Sensitive Float Index,122.71,-2.79,-2.22,"814,314,000.00"
Banking SubIndex,"1,346.30",-14.04,-1.03,"174,932,756.70"
Development Bank Index,"3,378.85",-110.97,-3.18,"126,640,389.40"
Finance Index,"1,566.00",-77.68,-4.73,"127,023,572.70"
Hotels And Tourism,"2,668.89",-56.11,-2.06,"12,896,310.30"
HydroPower Index,"1,985.41",-53.06,-2.60,"363,595,539.30"
Investment,57.35,-1.64,-2.78,"46,977,466.20"
Life Insurance,"8,974.83",-199.95,-2.18,"76,044,699.70"
Manufacturing And Processing,"4,970.22",-136.30,-2.67,"117,724,244.20"
Microfinance Index,"4,314.04",-119.46,-2.69,"203,341,810.20"
Mutual Fund,13.63,-0.04,-0.31,"1,619,628.20"
Non Life Insurance,"7,634.00",-144.36,-1.86,"35,777,576.10"
Others Index,"1,437.47",-34.55,-2.35,"68,169,653.30"
Trading Index,"1,843.76",-17.68,-0.95,"5,144,331.00"
