Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,920.12",15.13,0.79,"872,141,116.12"
Sensitive Index,365.90,2.85,0.79,"265,035,776.20"
Float Index,134.52,1.12,0.84,"776,278,173.10"
Sensitive Float Index,122.01,1.23,1.02,"264,073,541.20"
Banking SubIndex,"1,251.24",9.44,0.76,"185,175,211.40"
Development Bank Index,"3,507.04",44.12,1.27,"37,111,238.80"
Finance Index,"1,629.59",18.13,1.13,"28,476,298.80"
Hotels And Tourism,"3,554.42",19.05,0.54,"37,979,965.00"
HydroPower Index,"2,497.52",21.97,0.89,"222,132,376.90"
Investment,64.37,0.63,0.99,"39,723,765.90"
Life Insurance,"9,553.62",62.90,0.66,"40,022,028.10"
Manufacturing And Processing,"4,397.85",15.14,0.35,"53,284,270.20"
Microfinance Index,"3,451.96",32.16,0.94,"58,226,920.60"
Mutual Fund,13.54,-0.06,-0.47,"1,423,483.30"
Non Life Insurance,"8,641.20",70.84,0.83,"59,456,692.90"
Others Index,"1,418.37",6.46,0.46,"13,067,645.50"
Trading Index,"2,137.35",23.88,1.13,"1,621,759.00"
