Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,326.90",-5.57,-0.24,"7,467,439,848.00"
Sensitive Index,442.82,-2.85,-0.64,"7,722,690,000.00"
Float Index,159.04,-0.04,-0.02,"7,274,330,000.00"
Sensitive Float Index,142.04,-0.89,-0.62,"6,183,610,000.00"
Banking SubIndex,"1,730.32",-8.06,-0.46,"1,925,880,000.00"
Development Bank Index,"2,522.58",-24.94,-0.98,"1,349,370,000.00"
Finance Index,"1,078.63",37.22,3.57,"715,017,000.00"
Hotels And Tourism,"2,028.68",-26.38,-1.28,"23,892,100.00"
HydroPower Index,"1,756.47",-8.14,-0.46,"335,742,000.00"
Life Insurance,"15,610.17",535.67,3.55,"1,262,950,000.00"
Manufacturing And Processing,"6,006.10",-39.14,-0.65,"318,656,000.00"
Microfinance Index,"3,825.09",-11.30,-0.29,"998,397,000.00"
Mutual Fund,12.21,-0.03,-0.23,"25,728,100.00"
Non Life Insurance,"10,756.10",-124.89,-1.15,"2,074,030,000.00"
Others Index,"1,833.69",-28.13,-1.51,"881,215,000.00"
Trading Index,"2,973.96",39.62,1.35,"43,795,900.00"
