Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,984.43",12.29,0.62,"2,259,959,456.88"
Sensitive Index,350.75,0.28,0.08,"474,097,219.70"
Float Index,134.25,0.59,0.44,"2,159,317,575.10"
Sensitive Float Index,114.38,-0.02,-0.02,"469,565,303.80"
Banking SubIndex,"1,034.19",-3.56,-0.34,"241,415,945.70"
Development Bank Index,"3,898.62",41.67,1.08,"101,555,930.30"
Finance Index,"1,985.79",9.99,0.50,"298,888,593.00"
Hotels And Tourism,"4,992.18",15.62,0.31,"33,412,448.30"
HydroPower Index,"2,434.61",27.91,1.15,"707,222,823.50"
Investment,74.48,0.62,0.84,"63,162,074.70"
Life Insurance,"10,056.90",41.21,0.41,"156,811,589.80"
Manufacturing And Processing,"6,597.44",123.04,1.90,"246,038,691.80"
Microfinance Index,"3,975.95",31.76,0.80,"209,835,234.70"
Mutual Fund,18.00,-0.07,-0.43,"5,408,722.79"
Non Life Insurance,"10,285.83",96.63,0.94,"66,064,537.60"
Others Index,"1,650.87",15.66,0.95,"108,828,566.10"
Trading Index,"2,743.49",5.06,0.18,"4,910,615.70"
