Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,091.56",-13.90,-0.66,"1,732,575,202.79"
Sensitive Index,400.14,-1.55,-0.39,"604,449,859.70"
Float Index,146.78,-1.07,-0.72,"1,691,125,182.40"
Sensitive Float Index,134.19,-0.76,-0.56,"599,470,679.50"
Banking SubIndex,"1,360.66",-6.86,-0.50,"275,779,261.90"
Development Bank Index,"3,694.61",-20.05,-0.54,"93,929,850.80"
Finance Index,"1,733.95",-16.22,-0.93,"91,522,141.40"
Hotels And Tourism,"3,162.50",-40.81,-1.27,"19,094,161.10"
HydroPower Index,"2,579.25",-24.50,-0.94,"665,674,643.00"
Investment,65.67,-0.49,-0.75,"59,479,755.60"
Life Insurance,"10,457.53",-116.39,-1.10,"111,899,410.90"
Manufacturing And Processing,"5,243.70",48.53,0.93,"70,679,026.50"
Microfinance Index,"4,540.71",-30.47,-0.67,"170,741,850.00"
Mutual Fund,14.32,-0.10,-0.68,"2,172,351.82"
Non Life Insurance,"9,083.67",-72.11,-0.79,"77,314,035.70"
Others Index,"1,488.23",-15.02,-1.00,"44,806,540.50"
Trading Index,"2,256.19",-9.83,-0.43,"10,204,505.00"
