Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,911.26",13.40,0.71,"859,468,158.30"
Sensitive Index,376.57,2.86,0.77,"336,690,598.70"
Float Index,133.66,0.85,0.64,"824,207,618.20"
Sensitive Float Index,122.85,0.92,0.76,"336,128,159.60"
Banking SubIndex,"1,345.65",8.16,0.61,"105,441,783.10"
Development Bank Index,"3,397.64",42.58,1.27,"59,010,625.50"
Finance Index,"1,558.61",15.63,1.01,"54,339,199.70"
Hotels And Tourism,"2,708.19",12.98,0.48,"7,708,361.60"
HydroPower Index,"1,967.56",21.98,1.13,"257,596,735.50"
Investment,57.14,0.49,0.86,"42,041,939.30"
Life Insurance,"9,020.30",80.73,0.90,"50,231,991.00"
Manufacturing And Processing,"5,005.50",43.77,0.88,"79,943,173.00"
Microfinance Index,"4,225.40",17.02,0.40,"115,281,340.00"
Mutual Fund,13.33,-0.11,-0.85,"2,200,201.35"
Non Life Insurance,"7,573.82",22.11,0.29,"28,456,150.20"
Others Index,"1,439.08",9.65,0.68,"19,116,673.20"
Trading Index,"1,786.42",-21.61,-1.20,"5,033,620.00"
