Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,545.73",1.13,0.04,"3,499,817,772.82"
Sensitive Index,440.88,-0.15,-0.03,"1,366,968,042.60"
Float Index,174.12,-0.01,0.00,"3,435,359,539.63"
Sensitive Float Index,149.49,-0.06,-0.04,"1,366,968,042.60"
Banking SubIndex,"1,331.51",1.70,0.12,"275,491,970.20"
Development Bank Index,"5,264.35",-4.67,-0.08,"155,036,333.90"
Finance Index,"2,263.19",0.30,0.01,"81,996,856.53"
Hotels And Tourism,"6,321.69",45.19,0.72,"59,381,390.00"
HydroPower Index,"3,304.68",7.74,0.23,"1,723,032,744.60"
Investment,102.13,-0.08,-0.07,"281,540,113.30"
Life Insurance,"12,689.39",-24.87,-0.19,"166,295,380.70"
Manufacturing And Processing,"7,267.27",-20.50,-0.28,"274,386,927.10"
Microfinance Index,"4,803.04",0.45,0.00,"194,768,563.70"
Mutual Fund,19.87,0.04,0.20,"3,092,885.19"
Non Life Insurance,"10,593.72",-28.87,-0.27,"53,992,907.20"
Others Index,"2,296.15",-5.72,-0.24,"164,327,913.40"
Trading Index,"3,798.75",29.94,0.79,"5,108,439.00"
