Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,692.05",46.69,1.76,"6,128,264,580.33"
Sensitive Index,481.28,8.33,1.76,"2,038,847,427.90"
Float Index,185.72,3.37,1.84,"5,993,387,621.40"
Sensitive Float Index,159.25,2.90,1.85,"2,038,847,427.90"
Banking SubIndex,"1,533.10",24.28,1.60,"593,861,996.40"
Development Bank Index,"5,353.79",121.69,2.32,"396,573,712.50"
Finance Index,"3,498.19",13.56,0.38,"1,283,275,602.60"
Hotels And Tourism,"6,636.49",179.08,2.77,"134,142,105.30"
HydroPower Index,"3,346.00",66.61,2.03,"1,963,999,764.50"
Investment,106.70,1.44,1.36,"285,297,702.80"
Life Insurance,"13,298.49",236.05,1.80,"295,476,673.80"
Manufacturing And Processing,"7,066.12",68.34,0.97,"135,399,798.60"
Microfinance Index,"4,976.08",73.99,1.50,"288,385,524.80"
Mutual Fund,21.47,0.28,1.33,"10,813,382.33"
Non Life Insurance,"13,199.09",459.80,3.60,"428,961,124.80"
Others Index,"2,075.45",32.19,1.57,"189,267,979.30"
Trading Index,"3,598.39",12.82,0.35,"15,347,489.90"
