Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,162.59",0.94,0.03,"15,455,941,754.00"
Sensitive Index,585.71,-2.38,-0.40,"15,817,400,000.00"
Float Index,221.44,0.11,0.05,"15,368,100,000.00"
Sensitive Float Index,196.67,-0.70,-0.35,"10,339,900,000.00"
Banking SubIndex,"2,115.95",-14.17,-0.67,"2,028,960,000.00"
Development Bank Index,"5,404.37",-41.20,-0.76,"2,989,800,000.00"
Finance Index,"2,981.19",-19.66,-0.66,"2,102,090,000.00"
Hotels And Tourism,"3,801.12",102.91,2.78,"163,615,000.00"
HydroPower Index,"3,837.15",144.79,3.92,"6,192,110,000.00"
Investment,116.38,-1.03,-0.87,"855,757,000.00"
Life Insurance,"18,182.33",10.05,0.06,"409,674,000.00"
Manufacturing And Processing,"6,718.08",-3.84,-0.06,"117,951,000.00"
Microfinance Index,"5,767.20",7.99,0.14,"971,410,000.00"
Mutual Fund,17.38,-0.11,-0.61,"70,593,500.00"
Non Life Insurance,"14,674.69",43.80,0.30,"1,102,950,000.00"
Others Index,"2,128.48",-12.43,-0.58,"946,000,000.00"
Trading Index,"3,925.76",-49.65,-1.25,"18,650,100.00"
