Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,700.98",0.08,0.00,"3,684,009,915.07"
Sensitive Index,511.30,-0.36,-0.07,"4,266,170,000.00"
Float Index,183.74,-0.10,-0.06,"3,650,770,000.00"
Sensitive Float Index,162.47,-0.18,-0.11,"2,152,320,000.00"
Banking SubIndex,"1,736.72",-3.22,-0.19,"409,630,000.60"
Development Bank Index,"4,694.54",16.32,0.35,"215,776,256.80"
Finance Index,"2,302.81",4.88,0.21,"167,684,355.30"
Hotels And Tourism,"3,053.29",18.45,0.61,"20,016,526.70"
HydroPower Index,"3,200.89",5.37,0.17,"1,474,153,563.70"
Investment,90.73,0.00,0.00,"295,270,761.60"
Life Insurance,"14,922.02",52.49,0.35,"232,228,545.60"
Manufacturing And Processing,"6,910.35",-35.28,-0.51,"171,595,776.70"
Microfinance Index,"5,161.26",13.40,0.26,"240,998,764.00"
Mutual Fund,15.81,-0.04,-0.26,"8,993,957.10"
Non Life Insurance,"12,378.99",-14.36,-0.12,"213,454,676.20"
Others Index,"2,240.30",0.33,0.01,"201,828,023.80"
Trading Index,"2,905.30",-39.51,-1.34,"8,131,398.50"
