Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,821.62",3.31,0.18,"640,117,260.52"
Sensitive Index,348.94,-0.08,-0.02,"259,484,670.30"
Float Index,127.55,0.29,0.23,"629,148,600.50"
Sensitive Float Index,116.35,0.07,0.06,"259,306,604.30"
Banking SubIndex,"1,200.47",-1.32,-0.11,"183,368,999.30"
Development Bank Index,"3,365.38",1.57,0.05,"24,822,011.70"
Finance Index,"1,517.67",4.82,0.32,"14,299,032.50"
Hotels And Tourism,"3,409.17",22.64,0.67,"16,888,068.80"
HydroPower Index,"2,249.43",15.76,0.71,"142,134,730.70"
Investment,62.72,0.20,0.32,"31,128,754.60"
Life Insurance,"9,203.56",13.81,0.15,"30,631,207.90"
Manufacturing And Processing,"4,354.61",5.25,0.12,"49,118,295.00"
Microfinance Index,"3,256.33",26.23,0.81,"61,430,719.80"
Mutual Fund,13.45,0.03,0.22,"1,953,906.92"
Non Life Insurance,"8,443.08",82.70,0.99,"48,815,986.20"
Others Index,"1,301.06",-11.69,-0.89,"23,620,602.00"
Trading Index,"1,997.53",3.01,0.15,"2,890,192.00"
