Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,968.43",-1.29,-0.04,"10,904,958,935.00"
Sensitive Index,541.12,-0.58,-0.11,"10,738,900,000.00"
Float Index,205.35,-0.40,-0.20,"10,744,000,000.00"
Sensitive Float Index,178.95,-0.27,-0.15,"7,342,070,000.00"
Banking SubIndex,"1,970.74",-10.60,-0.54,"1,967,910,000.00"
Development Bank Index,"4,721.12",94.25,2.04,"1,861,920,000.00"
Finance Index,"2,401.46",33.66,1.42,"1,148,840,000.00"
Hotels And Tourism,"3,770.92",36.60,0.98,"121,826,000.00"
HydroPower Index,"2,992.51",-2.95,-0.10,"2,374,600,000.00"
Investment,110.12,-0.21,-0.19,"560,132,000.00"
Life Insurance,"18,256.40",15.05,0.08,"522,880,000.00"
Manufacturing And Processing,"6,233.52",-11.84,-0.19,"298,340,000.00"
Microfinance Index,"5,388.04",-64.74,-1.19,"573,348,000.00"
Mutual Fund,15.60,-0.04,-0.23,"31,570,700.00"
Non Life Insurance,"15,134.43",52.98,0.35,"1,837,720,000.00"
Others Index,"2,313.10",26.72,1.17,"1,288,280,000.00"
Trading Index,"3,931.73",-14.67,-0.37,"16,765,200.00"
