Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,929.28",-18.54,-0.63,"5,195,295,443.00"
Sensitive Index,545.66,-3.21,-0.58,"5,494,690,000.00"
Float Index,205.16,-1.22,-0.59,"5,134,810,000.00"
Sensitive Float Index,183.84,-1.12,-0.61,"3,694,240,000.00"
Banking SubIndex,"1,969.34",-4.10,-0.21,"1,036,860,000.00"
Development Bank Index,"5,547.04",-66.84,-1.19,"1,011,910,000.00"
Finance Index,"2,908.71",-26.67,-0.91,"520,444,000.00"
Hotels And Tourism,"3,537.76",-17.46,-0.49,"23,381,300.00"
HydroPower Index,"3,449.75",-30.83,-0.89,"1,789,000,000.00"
Investment,102.45,-0.78,-0.76,"204,290,000.00"
Life Insurance,"16,421.37",-144.68,-0.87,"200,195,000.00"
Manufacturing And Processing,"6,802.88",-67.39,-0.98,"135,579,000.00"
Microfinance Index,"5,518.65",-28.62,-0.52,"498,970,000.00"
Mutual Fund,15.83,-0.03,-0.20,"36,395,200.00"
Non Life Insurance,"13,341.76",-277.86,-2.04,"384,682,000.00"
Others Index,"1,871.21",-8.71,-0.46,"237,441,000.00"
Trading Index,"3,407.74",-22.59,-0.66,"5,970,890.00"
