Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,901.99",-17.38,-0.91,"1,973,491,107.31"
Sensitive Index,362.22,-2.88,-0.79,"663,006,829.60"
Float Index,132.60,-1.20,-0.89,"1,925,040,475.30"
Sensitive Float Index,119.99,-0.82,-0.68,"661,121,632.20"
Banking SubIndex,"1,207.51",-9.16,-0.75,"198,006,655.70"
Development Bank Index,"3,455.01",-50.95,-1.45,"68,008,209.00"
Finance Index,"1,569.66",-17.39,-1.10,"55,103,335.60"
Hotels And Tourism,"3,973.02",-32.01,-0.80,"128,104,815.40"
HydroPower Index,"2,403.28",-11.51,-0.48,"601,436,675.70"
Investment,65.64,-0.54,-0.81,"77,355,492.80"
Life Insurance,"9,639.91",-124.14,-1.27,"129,744,899.40"
Manufacturing And Processing,"4,813.35",-121.30,-2.46,"242,369,134.90"
Microfinance Index,"3,489.19",-18.64,-0.53,"117,507,799.40"
Mutual Fund,13.69,-0.03,-0.23,"2,191,632.06"
Non Life Insurance,"9,312.53",-57.06,-0.61,"254,212,302.70"
Others Index,"1,344.09",-20.63,-1.51,"41,589,357.30"
Trading Index,"2,181.34",-36.94,-1.67,"11,601,797.40"
